Transaction_ID,Card_Type,Merchant_Category,Transaction_Amount,Transaction_DateTime,Location,Region,Cardholder_Age,Cardholder_Gender,Cardholder_Monthly_Income,Cardholder_Average_Spend,Credit_Limit,Device_Type,Day_of_Week,Is_Fraudulent
X461HE38,RuPay,Utility bill,48653.0,2022-05-31 18:29:31,Lucknow,North,34.0,Male,69459.0,20939.95,50000.0,Contactless Payment Device,Tuesday,Yes
N339WS62,Mastercard,Healthcare,93925.0,2022-05-31 20:27:50,Mumbai,West,42.0,,160553.0,85833.34,150000.0,Point-of-Sale Terminal,Tuesday,No
C397EO62,Visa,Entertainment,29974.0,2022-06-01 03:37:02,Ahmedabad,West,41.0,Female,71029.0,36003.82,50000.0,Desktop,Wednesday,Yes
I686FF93,American Express,Retail,138949.0,2022-06-01 09:33:31,Mumbai,West,19.0,Female,181803.0,89990.33,150000.0,Mobile,Wednesday,Yes
F794IO27,Mastercard,Utility bill,84967.0,2022-06-01 21:25:47,Bengaluru,South,61.0,Female,132726.0,77854.13,100000.0,Contactless Payment Device,Wednesday,No
E280MR34,RuPay,Retail,52387.0,2022-06-02 23:08:14,Delhi,North,23.0,Male,76630.0,63219.67,100000.0,Mobile,Thursday,Yes
L819QC51,Mastercard,Dining,98856.0,2022-06-03 01:43:07,Bengaluru,South,66.0,Male,135865.0,102929.38,150000.0,Unknown,Friday,No
L110TW46,American Express,Education,42165.0,2022-06-03 04:07:46,Jaipur,North,69.0,Male,149518.0,46163.4,150000.0,Contactless Payment Device,Friday,No
X299WG25,Visa,Entertainment,114049.0,2022-06-04 00:30:21,Kolkata,East,,Female,292191.0,55264.2,200000.0,,Saturday,Yes
V293GK72,Mastercard,Education,109412.0,2022-06-04 00:59:02,Kochi,South,63.0,Male,163075.0,116361.76,150000.0,Contactless Payment Device,Saturday,No
V171DG20,Mastercard,Utility bill,80421.0,2022-06-04 01:09:08,Kochi,South,53.0,Male,212168.0,71771.1,200000.0,Unknown,Saturday,Yes
E620WY73,Visa,Retail,47390.0,2022-06-04 05:30:19,Hyderabad,South,21.0,Female,72459.0,21299.59,50000.0,Point-of-Sale Terminal,Saturday,No
M853KF40,Mastercard,Transportation,38411.0,2022-06-05 06:49:09,Ahmedabad,West,21.0,Male,45073.0,20258.27,50000.0,Desktop,Sunday,No
K942TP20,RuPay,Transportation,145896.0,2022-06-05 08:39:04,Jaipur,North,24.0,Female,252099.0,77626.42,200000.0,Unknown,Sunday,Yes
D445FR16,Visa,Online Shopping,44391.0,2022-06-05 16:04:10,Kochi,South,24.0,Male,246688.0,55888.65,200000.0,Mobile,Sunday,No
B607ZY22,Mastercard,Online Shopping,35117.0,2022-06-06 11:45:55,Kolkata,East,68.0,Male,55005.0,36932.32,50000.0,Contactless Payment Device,Monday,No
H955RC90,Visa,Online Shopping,34537.0,2022-06-06 23:12:26,Lucknow,North,79.0,Male,118281.0,44149.82,100000.0,Point-of-Sale Terminal,Monday,No
D301IK17,Mastercard,Retail,43561.0,2022-06-07 06:19:15,Ahmedabad,West,75.0,Female,52921.0,49960.27,50000.0,Point-of-Sale Terminal,Tuesday,No
R920ZB57,Mastercard,Entertainment,181625.0,2022-06-07 07:00:43,Delhi,North,33.0,Male,213114.0,160023.0,200000.0,Point-of-Sale Terminal,Tuesday,No
K494WH70,Visa,Retail,41044.0,2022-06-07 10:33:44,Surat,West,61.0,Female,42056.0,48330.52,50000.0,Unknown,Tuesday,No
Y617MC85,Mastercard,Education,97925.0,2022-06-07 17:53:48,Pune,West,26.0,Female,120302.0,81443.97,100000.0,Contactless Payment Device,Tuesday,Yes
S275SJ34,Mastercard,Healthcare,50380.0,2022-06-07 23:45:40,Patna,East,52.0,Male,104058.0,21733.23,100000.0,Point-of-Sale Terminal,Tuesday,No
C954PE47,Mastercard,Online Shopping,127008.0,2022-06-08 02:24:04,Delhi,North,51.0,Female,266775.0,79298.24,200000.0,Desktop,Wednesday,No
O677MY43,Visa,Online Shopping,43452.0,2022-06-08 03:31:21,Mumbai,West,19.0,Male,,58371.56,150000.0,Point-of-Sale Terminal,Wednesday,Yes
F107SR78,Mastercard,Education,180690.0,2022-06-08 09:42:43,Kolkata,East,53.0,Female,293240.0,195748.84,200000.0,Desktop,Wednesday,No
M989FS59,Visa,Utility bill,80845.0,2022-06-08 10:25:33,Bengaluru,South,56.0,Female,,72850.77,200000.0,Desktop,Wednesday,No
T541YZ97,Visa,Entertainment,86215.0,2022-06-08 13:02:10,Kolkata,East,43.0,Female,108458.0,,100000.0,Desktop,Wednesday,No
L279JG61,Mastercard,Utility bill,31745.0,2022-06-08 15:08:17,Kolkata,East,32.0,Male,72530.0,20478.54,50000.0,Mobile,Wednesday,No
I669CA65,RuPay,Healthcare,29405.0,2022-06-09 07:16:24,Patna,East,67.0,Male,89680.0,34004.21,100000.0,Mobile,Thursday,No
Y929ZM46,American Express,Online Shopping,29787.0,2022-06-09 16:23:34,Lucknow,North,57.0,Male,183724.0,19079.62,200000.0,Unknown,Thursday,No
E132IZ10,Visa,Healthcare,43074.0,2022-06-09 22:58:02,Kolkata,East,33.0,Male,54754.0,46347.75,50000.0,Contactless Payment Device,Thursday,No
N310SE94,Visa,Online Shopping,59928.0,2022-06-10 00:56:46,Patna,East,50.0,Male,,79897.51,100000.0,Contactless Payment Device,Friday,No
A339MV96,RuPay,Education,58542.0,2022-06-10 02:21:10,Hyderabad,South,56.0,Female,189079.0,23688.7,200000.0,Mobile,Friday,No
S103MZ29,Visa,,95904.0,2022-06-10 18:48:46,Mumbai,West,41.0,Female,150335.0,55730.97,150000.0,Point-of-Sale Terminal,Friday,No
V109CT26,Visa,Online Shopping,77550.0,2022-06-11 06:20:39,Pune,West,32.0,Male,80494.0,94866.43,100000.0,Desktop,Saturday,Yes
O433BI41,RuPay,Online Shopping,25551.0,2022-06-11 10:55:45,Patna,East,25.0,Female,,13983.39,50000.0,Mobile,Saturday,No
Y275EF83,Mastercard,Education,90025.0,2022-06-11 20:20:35,Kolkata,East,18.0,Female,218458.0,46936.55,150000.0,Point-of-Sale Terminal,Saturday,No
Y973BV15,Mastercard,Utility bill,108003.0,2022-06-11 21:29:29,Hyderabad,South,54.0,Female,173606.0,116934.69,150000.0,Contactless Payment Device,Saturday,No
X378JZ76,RuPay,Retail,85977.0,2022-06-11 21:42:36,Kochi,South,72.0,Male,215653.0,85205.27,150000.0,Contactless Payment Device,Saturday,No
S412CC84,RuPay,Utility bill,36776.0,2022-06-12 21:58:32,Kolkata,East,27.0,Female,70234.0,18714.63,50000.0,Desktop,Sunday,Yes
H258LM91,American Express,Education,194446.0,2022-06-13 12:58:57,Jaipur,North,22.0,Male,183235.0,148306.28,200000.0,Desktop,Monday,No
O378GU43,Mastercard,Education,125682.0,2022-06-13 20:25:36,Lucknow,North,65.0,Male,123589.0,121869.1,150000.0,Contactless Payment Device,Monday,No
E375ZI47,RuPay,Retail,122092.0,2022-06-14 04:09:08,Surat,West,45.0,Male,207862.0,65376.54,150000.0,Mobile,Tuesday,No
Q806QB11,Visa,Healthcare,31173.0,2022-06-14 11:49:27,Surat,West,51.0,Male,188445.0,23193.14,150000.0,Desktop,Tuesday,Yes
F769BC53,Visa,Transportation,58428.0,2022-06-14 12:00:00,Kochi,South,71.0,Male,105687.0,,100000.0,Mobile,Tuesday,Yes
B410JX60,Visa,Education,75627.0,2022-06-14 23:05:43,Kochi,South,37.0,Female,136927.0,31216.84,100000.0,Mobile,Tuesday,No
P917YM70,Mastercard,Entertainment,66777.0,2022-06-15 00:47:11,Bengaluru,South,29.0,Male,110130.0,71707.74,100000.0,Desktop,Wednesday,No
M431JM94,Mastercard,Education,111392.0,2022-06-15 03:37:58,Bengaluru,South,53.0,Female,127188.0,125155.52,150000.0,Point-of-Sale Terminal,Wednesday,Yes
Z859ND79,Visa,Education,53337.0,2022-06-15 12:24:00,Patna,East,35.0,Female,,55669.65,100000.0,Point-of-Sale Terminal,Wednesday,Yes
W322LE70,Visa,Entertainment,105952.0,2022-06-15 16:13:42,Mumbai,West,26.0,Male,274257.0,73200.09,200000.0,Contactless Payment Device,Wednesday,No
M662SN14,Visa,Dining,39645.0,2022-06-15 18:58:40,Pune,West,31.0,Male,118668.0,34649.98,150000.0,Unknown,Wednesday,No
R694QY42,Mastercard,Retail,136801.0,2022-06-16 03:42:40,Jaipur,North,37.0,Female,190978.0,67624.76,150000.0,Desktop,Thursday,No
J263WB71,RuPay,Retail,43537.0,2022-06-16 06:01:31,Kochi,South,76.0,Female,35566.0,28072.88,50000.0,Desktop,Thursday,No
G851NW32,Mastercard,Retail,56766.0,2022-06-16 07:52:42,Delhi,North,34.0,Male,270929.0,27896.41,200000.0,Point-of-Sale Terminal,Thursday,No
N311GM67,Visa,Utility bill,29178.0,2022-06-16 13:42:01,Kolkata,East,23.0,Male,84828.0,22884.31,100000.0,Mobile,Thursday,Yes
F385OZ53,Visa,Transportation,46246.0,2022-06-16 15:32:17,Kochi,South,67.0,Female,108341.0,46959.67,150000.0,Mobile,Thursday,No
F359TG54,RuPay,Entertainment,47707.0,2022-06-16 18:32:25,Jaipur,North,51.0,Female,72554.0,26052.98,50000.0,Mobile,Thursday,No
Z932BQ36,Mastercard,Online Shopping,25201.0,2022-06-16 21:06:32,Jaipur,North,59.0,Male,38086.0,10523.68,50000.0,Unknown,Thursday,No
V740TW84,Mastercard,Online Shopping,67271.0,2022-06-16 21:33:16,Chennai,South,,Male,217104.0,93956.01,150000.0,Contactless Payment Device,Thursday,Yes
O726XR98,American Express,Retail,100646.0,2022-06-16 23:35:43,Hyderabad,South,49.0,Male,262697.0,132909.15,200000.0,Contactless Payment Device,Thursday,No
L308LE21,Visa,Healthcare,75666.0,2022-06-17 11:14:51,Delhi,North,79.0,Male,87265.0,47173.28,100000.0,,Friday,Yes
Z899KT67,Visa,Retail,39328.0,2022-06-17 15:56:09,Kolkata,East,58.0,Male,202773.0,41899.17,150000.0,Contactless Payment Device,Friday,No
V291XR75,Mastercard,Dining,29789.0,2022-06-17 19:55:49,Jaipur,North,32.0,Female,213942.0,20020.71,150000.0,Desktop,Friday,Yes
G821XS78,Mastercard,Entertainment,188935.0,2022-06-18 03:24:06,Chennai,South,62.0,Female,193096.0,143074.98,200000.0,Unknown,Saturday,No
E486YP46,Mastercard,Entertainment,37870.0,2022-06-18 11:51:30,Pune,West,79.0,Female,45844.0,45328.4,50000.0,Unknown,Saturday,No
W811SS88,Mastercard,Dining,104720.0,2022-06-18 13:01:38,Patna,East,75.0,Male,253142.0,134240.91,200000.0,Desktop,Saturday,Yes
I444EA34,Mastercard,Retail,53130.0,2022-06-18 13:33:24,Kolkata,East,78.0,Male,205995.0,67426.0,200000.0,Unknown,Saturday,No
A175RW31,Mastercard,Education,82146.0,2022-06-19 05:39:55,Lucknow,North,43.0,Male,93707.0,92423.28,100000.0,Point-of-Sale Terminal,Sunday,No
U136EV19,Visa,Online Shopping,122364.0,2022-06-19 14:56:09,Mumbai,West,53.0,Male,177939.0,118226.47,200000.0,Point-of-Sale Terminal,Sunday,No
O100VY17,Mastercard,Online Shopping,61444.0,2022-06-20 09:06:21,Ahmedabad,West,53.0,Male,155636.0,63281.31,150000.0,Mobile,Monday,Yes
C247XG65,Mastercard,Retail,169561.0,2022-06-20 11:48:05,Lucknow,North,73.0,Male,162474.0,187794.11,200000.0,Point-of-Sale Terminal,Monday,No
L647AQ94,Mastercard,Dining,89746.0,2022-06-21 00:36:13,Delhi,North,34.0,Female,144935.0,82498.94,150000.0,Desktop,Tuesday,No
Y180BT28,RuPay,Education,46958.0,2022-06-21 03:03:35,Pune,West,57.0,Female,71765.0,23668.51,50000.0,Contactless Payment Device,Tuesday,No
B433SC60,Visa,Retail,91392.0,2022-06-21 19:01:59,Hyderabad,South,60.0,Male,161999.0,66226.97,150000.0,Point-of-Sale Terminal,Tuesday,No
W722DW85,Visa,Entertainment,71219.0,2022-06-22 17:35:50,Kolkata,East,25.0,Female,83334.0,,100000.0,Point-of-Sale Terminal,Wednesday,No
K195NQ40,Visa,Utility bill,34168.0,2022-06-23 06:56:29,Kolkata,East,18.0,Female,164871.0,15877.42,150000.0,Unknown,Thursday,No
G260NU12,RuPay,Dining,88318.0,2022-06-23 08:24:14,Patna,East,79.0,Male,136548.0,76088.44,100000.0,Unknown,Thursday,No
S785LZ84,Mastercard,Education,107666.0,2022-06-23 10:06:36,Delhi,North,42.0,Female,275705.0,147429.4,200000.0,Unknown,Thursday,No
Z761HE49,Visa,Online Shopping,78974.0,2022-06-23 12:39:50,Hyderabad,South,79.0,Female,111033.0,67448.17,150000.0,Desktop,Thursday,No
J718VR48,Mastercard,Entertainment,32925.0,2022-06-24 03:31:25,Patna,East,20.0,Female,200719.0,26077.57,150000.0,Point-of-Sale Terminal,Friday,No
R330MM73,Visa,Healthcare,67692.0,2022-06-26 05:27:10,Hyderabad,South,52.0,Male,162563.0,62304.31,150000.0,Desktop,Sunday,No
V143AF46,Visa,Online Shopping,30099.0,2022-06-26 16:58:37,Ahmedabad,West,61.0,Female,144088.0,18794.98,100000.0,Contactless Payment Device,Sunday,Yes
W795LF36,Visa,Dining,163954.0,2022-06-27 15:57:14,Delhi,North,61.0,Male,190503.0,131063.14,200000.0,Mobile,Monday,No
R576CA91,American Express,Retail,32758.0,2022-06-27 18:40:28,Kochi,South,19.0,Female,93437.0,,100000.0,Unknown,Monday,Yes
D865KC59,American Express,Retail,30054.0,2022-06-27 22:20:36,Hyderabad,South,40.0,Female,62932.0,33429.81,50000.0,Contactless Payment Device,Monday,No
G444WZ52,Mastercard,Entertainment,30498.0,2022-06-28 03:07:32,Patna,East,59.0,Female,134386.0,37773.27,100000.0,Unknown,Tuesday,Yes
I421IV71,American Express,Online Shopping,143181.0,2022-06-28 12:28:34,Surat,West,52.0,Female,116304.0,127903.62,150000.0,Unknown,Tuesday,No
Q739LW62,Mastercard,Online Shopping,93908.0,2022-06-28 16:54:23,Hyderabad,South,47.0,Male,104710.0,,100000.0,Point-of-Sale Terminal,Tuesday,No
Q294HL12,American Express,Utility bill,187666.0,2022-06-29 01:23:36,Surat,West,71.0,Male,264115.0,101067.04,200000.0,Unknown,Wednesday,No
A503YD86,Mastercard,Education,27702.0,2022-06-29 02:27:53,Hyderabad,South,29.0,Male,,16930.08,50000.0,Mobile,Wednesday,No
L319HY24,American Express,Online Shopping,158931.0,2022-06-29 10:42:03,Kochi,South,53.0,Female,199327.0,71460.28,200000.0,Mobile,Wednesday,Yes
C874OV77,Visa,Retail,72852.0,2022-06-29 22:24:05,Pune,West,53.0,Male,99394.0,35788.4,100000.0,Mobile,Wednesday,No
O700UO54,Mastercard,Transportation,83784.0,2022-06-29 23:41:54,Lucknow,North,39.0,Male,96797.0,80854.29,100000.0,Unknown,Wednesday,No
V958UO30,American Express,Online Shopping,27319.0,2022-06-30 01:33:11,Chennai,South,62.0,Male,62775.0,24654.41,50000.0,Mobile,Thursday,Yes
L655ZL32,Visa,Entertainment,91586.0,2022-06-30 10:57:32,Delhi,North,61.0,Male,,70526.9,100000.0,Contactless Payment Device,Thursday,No
F848NW46,Visa,Transportation,30606.0,2022-06-30 13:56:21,Lucknow,North,76.0,Female,149686.0,28501.32,150000.0,Point-of-Sale Terminal,Thursday,No
K783ED28,Mastercard,Dining,119188.0,2022-06-30 19:53:22,Kochi,South,44.0,Male,288917.0,62492.87,200000.0,Contactless Payment Device,Thursday,No
Z835AK90,RuPay,Retail,48538.0,2022-07-01 06:42:16,Patna,East,50.0,Male,56708.0,21125.9,50000.0,Contactless Payment Device,Friday,Yes
K423YD23,American Express,Healthcare,80983.0,2022-07-01 17:45:13,Lucknow,North,57.0,Male,125462.0,73023.06,100000.0,Point-of-Sale Terminal,Friday,No
S935UH24,Visa,Dining,119024.0,2022-07-01 19:59:31,Jaipur,North,23.0,Male,155487.0,105896.13,200000.0,Point-of-Sale Terminal,Friday,No
H348AM39,Visa,Retail,36924.0,2022-07-02 00:40:44,Pune,West,75.0,Female,147734.0,48318.51,200000.0,Contactless Payment Device,Saturday,Yes
Y137VN86,Mastercard,Retail,26340.0,2022-07-02 01:17:25,Mumbai,West,35.0,Female,143519.0,25754.12,100000.0,Contactless Payment Device,Saturday,Yes
W664MY94,Mastercard,Entertainment,34168.0,2022-07-02 03:53:03,Kochi,South,60.0,Female,67315.0,28882.01,50000.0,Point-of-Sale Terminal,Saturday,No
G301PD18,American Express,Transportation,37207.0,2022-07-02 04:02:14,Ahmedabad,West,64.0,Female,36867.0,36061.01,50000.0,Contactless Payment Device,Saturday,No
O187PI61,Mastercard,Dining,72646.0,2022-07-02 12:40:24,Chennai,South,48.0,Female,,31672.92,200000.0,Desktop,Saturday,No
G996SL57,Visa,Healthcare,31139.0,2022-07-02 16:11:29,Delhi,North,36.0,Female,49098.0,14088.57,50000.0,Point-of-Sale Terminal,Saturday,No
E741EK81,Visa,Online Shopping,33491.0,2022-07-02 18:31:36,Lucknow,North,18.0,Female,44714.0,41216.99,50000.0,Unknown,Saturday,No
E942DC39,RuPay,Utility bill,189658.0,2022-07-02 18:50:09,Lucknow,North,41.0,Female,238035.0,152449.19,200000.0,Desktop,Saturday,No
J379RU93,Visa,Healthcare,35795.0,2022-07-03 07:02:13,Ahmedabad,West,42.0,Male,182156.0,17748.79,150000.0,Unknown,Sunday,Yes
A153JZ33,Visa,Online Shopping,98858.0,2022-07-04 02:08:24,Lucknow,North,31.0,Male,214551.0,83794.13,150000.0,Point-of-Sale Terminal,Monday,No
U160ZV41,Mastercard,Education,89172.0,2022-07-04 11:00:52,Kochi,South,80.0,Female,104587.0,38238.59,100000.0,Point-of-Sale Terminal,Monday,No
N853PI32,RuPay,Online Shopping,121782.0,2022-07-05 04:47:41,Kolkata,East,19.0,Male,233984.0,112828.33,200000.0,Mobile,Tuesday,No
O657PC72,Mastercard,Retail,49312.0,2022-07-05 06:47:40,Kolkata,East,28.0,Female,65677.0,32806.54,50000.0,Point-of-Sale Terminal,Tuesday,No
X574EM87,Visa,Education,27853.0,2022-07-05 22:37:09,Patna,East,18.0,Male,240459.0,36820.43,200000.0,Desktop,Tuesday,No
L595GR45,RuPay,Retail,84094.0,2022-07-06 19:00:32,Pune,West,34.0,Male,77651.0,87504.33,100000.0,Unknown,Wednesday,No
N964DA22,Visa,Entertainment,28534.0,2022-07-06 22:35:24,Hyderabad,South,48.0,Female,141121.0,34970.71,100000.0,Point-of-Sale Terminal,Wednesday,No
N860XF11,Visa,Retail,56088.0,2022-07-07 04:29:23,Pune,West,79.0,Female,211091.0,25073.79,150000.0,Mobile,Thursday,No
T225PD89,Visa,Transportation,119788.0,2022-07-07 17:13:35,Surat,West,37.0,Male,127436.0,148768.74,150000.0,Unknown,Thursday,No
J738QR97,Mastercard,Entertainment,163477.0,2022-07-07 17:20:11,Jaipur,North,56.0,Male,144521.0,76787.01,200000.0,Contactless Payment Device,Thursday,Yes
M151AD51,Visa,Entertainment,95560.0,2022-07-07 17:30:07,Lucknow,North,25.0,Female,216762.0,63559.18,200000.0,Unknown,Thursday,Yes
O325IN21,Mastercard,Entertainment,35086.0,2022-07-07 20:35:39,Lucknow,North,64.0,Female,171860.0,38594.24,200000.0,Point-of-Sale Terminal,Thursday,No
C467CD95,RuPay,Entertainment,26939.0,2022-07-08 03:14:32,Jaipur,North,26.0,Male,51001.0,18042.38,50000.0,Unknown,Friday,No
K781CC95,American Express,Retail,25607.0,2022-07-08 09:38:34,Bengaluru,South,27.0,Male,107386.0,16705.3,100000.0,Mobile,Friday,No
Z894LE68,Mastercard,Online Shopping,26500.0,2022-07-08 10:54:52,Kochi,South,64.0,Female,200653.0,36298.01,150000.0,Contactless Payment Device,Friday,No
H390IR32,Mastercard,Retail,60561.0,2022-07-08 19:44:55,Bengaluru,South,59.0,Female,153138.0,49599.08,200000.0,Desktop,Friday,No
S941CV32,American Express,Retail,69362.0,2022-07-09 14:14:17,Kolkata,East,52.0,Female,105819.0,41160.87,150000.0,Unknown,Saturday,No
Z878NM79,Visa,Retail,99408.0,2022-07-09 17:32:04,Patna,East,49.0,Female,131708.0,48005.57,150000.0,Desktop,Saturday,No
Y705YI63,Visa,Healthcare,114590.0,2022-07-09 19:26:39,Kolkata,East,50.0,Female,204289.0,57847.63,200000.0,Desktop,Saturday,Yes
P748JU85,RuPay,Online Shopping,30402.0,2022-07-10 17:37:10,Patna,East,45.0,Female,205990.0,31853.89,150000.0,Mobile,Sunday,No
E619BL62,Mastercard,Transportation,84970.0,2022-07-10 19:25:04,Lucknow,North,20.0,Female,204286.0,81411.3,200000.0,Unknown,Sunday,No
H812BJ36,Visa,Education,35251.0,2022-07-11 01:18:08,Bengaluru,South,55.0,Female,211734.0,39721.24,200000.0,Desktop,Monday,No
P154FV72,Visa,Online Shopping,87404.0,2022-07-11 19:48:17,Jaipur,North,55.0,Male,74834.0,74163.67,100000.0,Point-of-Sale Terminal,Monday,No
U923KR80,RuPay,Online Shopping,31410.0,2022-07-11 22:55:17,Patna,East,,Male,51999.0,21074.31,50000.0,Unknown,Monday,Yes
Z931QI23,RuPay,Healthcare,117479.0,2022-07-12 09:31:54,Kolkata,East,48.0,Female,,79000.77,200000.0,Contactless Payment Device,Tuesday,Yes
U539WX91,Mastercard,Utility bill,69864.0,2022-07-12 13:00:46,Lucknow,North,33.0,Male,89611.0,49733.66,100000.0,Mobile,Tuesday,No
P179GJ55,American Express,Utility bill,34321.0,2022-07-13 00:00:43,Bengaluru,South,80.0,Female,41486.0,15439.05,50000.0,Contactless Payment Device,Wednesday,No
C284JN43,Mastercard,Online Shopping,25704.0,2022-07-13 01:07:32,Ahmedabad,West,49.0,Female,108862.0,33704.53,100000.0,Point-of-Sale Terminal,Wednesday,No
Y729IB96,Mastercard,Education,181520.0,2022-07-13 23:23:06,Pune,West,79.0,Male,262767.0,149578.01,200000.0,Mobile,Wednesday,No
L123BO66,American Express,Online Shopping,25079.0,2022-07-14 01:32:12,Kolkata,East,65.0,Female,117901.0,16135.07,150000.0,Unknown,Thursday,No
G782MN95,Visa,Education,31518.0,2022-07-14 04:58:40,Patna,East,32.0,Female,140610.0,30121.86,200000.0,Contactless Payment Device,Thursday,No
Y525WJ15,RuPay,Education,30450.0,2022-07-14 11:27:45,Bengaluru,South,38.0,Male,61200.0,23619.22,50000.0,Mobile,Thursday,No
O668QV99,Visa,Dining,49704.0,2022-07-14 13:30:32,Hyderabad,South,74.0,Female,103057.0,30299.01,100000.0,Unknown,Thursday,No
K312OP23,Mastercard,Retail,82063.0,2022-07-15 10:20:36,Bengaluru,South,50.0,Male,141042.0,64130.24,150000.0,Unknown,Friday,No
W720WK66,Visa,Dining,32856.0,2022-07-16 07:28:31,Chennai,South,30.0,Female,70790.0,26798.27,50000.0,Mobile,Saturday,No
T404LC14,American Express,Healthcare,45764.0,2022-07-16 10:02:13,Hyderabad,South,24.0,Female,65397.0,38163.87,50000.0,Point-of-Sale Terminal,Saturday,Yes
B618HQ90,Visa,Online Shopping,67727.0,2022-07-16 11:46:08,Surat,West,74.0,Female,171737.0,66081.3,150000.0,Unknown,Saturday,No
A949DM18,Mastercard,Education,32851.0,2022-07-16 13:52:11,Surat,West,80.0,Female,74996.0,35892.58,50000.0,Contactless Payment Device,Saturday,No
T593CY57,American Express,Dining,49406.0,2022-07-17 01:15:21,Chennai,South,74.0,Male,72066.0,37846.39,50000.0,Desktop,Sunday,Yes
X753XN75,Visa,Dining,98616.0,2022-07-17 08:05:23,Mumbai,West,62.0,Male,130431.0,46019.36,150000.0,Unknown,Sunday,No
H892IR10,Visa,Retail,101034.0,2022-07-17 08:35:29,Jaipur,North,58.0,Male,219124.0,126698.19,150000.0,Mobile,Sunday,No
C430DK60,RuPay,Retail,64814.0,2022-07-18 05:59:51,Kochi,South,65.0,Female,144774.0,79771.74,100000.0,Contactless Payment Device,Monday,Yes
N304TH18,Mastercard,Online Shopping,43650.0,2022-07-18 10:19:06,Kochi,South,48.0,Female,47381.0,32789.64,50000.0,Contactless Payment Device,Monday,No
X517US79,Mastercard,Online Shopping,31147.0,2022-07-18 15:32:43,Bengaluru,South,33.0,Female,52942.0,21254.62,50000.0,Unknown,Monday,No
B622JS64,Mastercard,Online Shopping,93783.0,2022-07-18 15:56:09,Bengaluru,South,61.0,Female,148562.0,92418.3,150000.0,Contactless Payment Device,Monday,No
O258BZ93,RuPay,Transportation,37620.0,2022-07-18 16:14:41,Lucknow,North,52.0,Female,208246.0,40212.54,150000.0,Point-of-Sale Terminal,Monday,No
O832XQ23,Visa,Online Shopping,27817.0,2022-07-18 22:37:24,Mumbai,West,19.0,Female,47467.0,11400.17,50000.0,Contactless Payment Device,Monday,No
W673WS47,RuPay,Healthcare,56408.0,2022-07-19 06:46:33,Chennai,South,,Female,183845.0,24258.73,150000.0,Point-of-Sale Terminal,Tuesday,No
H116HI14,Mastercard,Online Shopping,93895.0,2022-07-19 18:56:44,Mumbai,West,30.0,Female,70982.0,51006.35,100000.0,Mobile,Tuesday,No
D866TL30,Mastercard,Transportation,80690.0,2022-07-20 12:45:16,Chennai,South,34.0,Female,,,100000.0,Contactless Payment Device,Wednesday,No
O102WN61,Mastercard,Entertainment,43066.0,2022-07-21 05:01:27,Bengaluru,South,67.0,Female,37460.0,38219.69,50000.0,Mobile,Thursday,Yes
H858MI84,Mastercard,Utility bill,47356.0,2022-07-21 05:13:37,Kochi,South,66.0,Male,74148.0,41131.39,50000.0,Unknown,Thursday,Yes
D949DM44,Visa,Entertainment,42421.0,2022-07-22 01:46:46,Mumbai,West,76.0,Female,148027.0,50278.04,100000.0,Desktop,Friday,No
S371YM69,Visa,Retail,41724.0,2022-07-22 03:06:01,Surat,West,79.0,Female,122087.0,34987.18,150000.0,Point-of-Sale Terminal,Friday,Yes
W306OG28,Visa,Healthcare,72709.0,2022-07-23 17:16:53,Pune,West,78.0,Female,181553.0,52326.45,150000.0,Desktop,Saturday,No
W749RG73,RuPay,Online Shopping,40286.0,2022-07-24 22:16:12,Surat,West,53.0,Female,91121.0,56264.58,100000.0,Contactless Payment Device,Sunday,Yes
X715RJ64,RuPay,Retail,30781.0,2022-07-25 05:48:42,Patna,East,36.0,Female,53025.0,15978.24,50000.0,Unknown,Monday,Yes
G396GK59,Visa,Education,96168.0,2022-07-25 05:59:45,Pune,West,80.0,Male,236299.0,112380.58,200000.0,Mobile,Monday,No
K864WQ10,Visa,Online Shopping,91273.0,2022-07-25 06:11:40,Bengaluru,South,49.0,Female,188703.0,88765.72,200000.0,Desktop,Monday,Yes
C500FJ60,Mastercard,Entertainment,60518.0,2022-07-25 13:00:18,Pune,West,31.0,Female,144357.0,53298.44,200000.0,Mobile,Monday,No
B749PB17,Visa,Entertainment,52377.0,2022-07-26 00:06:42,Jaipur,North,77.0,Female,128219.0,64968.78,100000.0,Mobile,Tuesday,No
C134HN35,Mastercard,Retail,29887.0,2022-07-26 02:59:58,Bengaluru,South,22.0,Male,,25887.85,50000.0,Mobile,Tuesday,No
O614NR78,Visa,Education,42695.0,2022-07-26 06:57:50,Hyderabad,South,74.0,Female,40230.0,47331.83,50000.0,Point-of-Sale Terminal,Tuesday,Yes
L559QV67,Visa,Dining,46053.0,2022-07-26 10:37:47,Lucknow,North,59.0,Male,107204.0,32102.65,100000.0,Contactless Payment Device,Tuesday,No
U974YV61,Mastercard,Online Shopping,47692.0,2022-07-26 14:53:35,Chennai,South,46.0,Female,270035.0,55330.4,200000.0,Mobile,Tuesday,Yes
U619BX43,Visa,Healthcare,41396.0,2022-07-26 19:44:08,Bengaluru,South,42.0,Male,59111.0,25377.21,50000.0,Point-of-Sale Terminal,Tuesday,No
P961ZS86,Visa,Dining,42469.0,2022-07-27 11:44:32,Patna,East,61.0,Female,125760.0,35052.01,150000.0,Point-of-Sale Terminal,Wednesday,No
